theory_id,paper_url,paper_name,paper_year,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,C1,C2,C3,C4
T7008,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10668855/,"Evolutionary Insights into the Relationship of Frogs, Salamanders, and Caecilians and Their Adaptive Traits, with an Emphasis on Salamander Regeneration and Longevity",2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10669784/,"The Combination of Radiation with PARP Inhibition Enhances Senescence and Sensitivity to the Senolytic, Navitoclax, in Triple Negative Breast Tumor Cells",2023,"Yes, but not shown",False,False,False,True,True,True,True,True,False,False,True,False
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10669844/,"Selection of Mexican Medicinal Plants by Identification of Potential Phytochemicals with Anti-Aging, Anti-Inflammatory, and Anti-Oxidant Properties through Network Analysis and Chemoinformatic Screening",2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10669849/,Antioxidant Properties and Geroprotective Potential of Wheat Bran Extracts with Increased Content of Anthocyanins,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10669956/,SIRT1 Prevents R-Loops during Chronological Aging by Modulating DNA Replication at rDNA Loci,2023,No,True,True,True,False,True,False,True,True,True,True,True,False
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10670210/,Age Is Just a Number: Progress and Obstacles in the Discovery of New Candidate Drugs for Sarcopenia,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10670297/,Hepatocellular Carcinoma in Non-Fibrotic Liver: A Narrative Review,2023,"Yes, but not shown",False,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10670449/,mTOR Inhibitor Rapalink-1 Prevents Ethanol-Induced Senescence in Endothelial Cells,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10670650/,Doxorubicin-Induced Cardiac Senescence Is Alleviated Following Treatment with Combined Polyphenols and Micronutrients through Enhancement in Mitophagy,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10670892/,Examining the Role of a Functional Deficiency of Iron in Lysosomal Storage Disorders with Translational Relevance to Alzheimer’s Disease,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10671276/,C-C Motif Chemokine Ligand 5 (CCL5) Promotes Irradiation-Evoked Osteoclastogenesis,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10671449/,Environmental Causes of Idiopathic Pulmonary Fibrosis,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10671470/,Ageing-Related Alterations in Renal Epithelial Glucose Transport,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10671501/,Topical Cellular/Tissue and Molecular Aspects Regarding Nonpharmacological Interventions in Alzheimer’s Disease—A Systematic Review,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10671596/,Is Intrinsic Cardioprotection a Laboratory Phenomenon or a Clinically Relevant Tool to Salvage the Failing Heart?,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10671790/,The Role of Sirtuin-1 (SIRT1) in the Physiology and Pathophysiology of the Human Placenta,2023,No,False,False,False,False,False,False,False,False,False,False,True,False
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10671822/,Cellular Senescence: A Troy Horse in Pulmonary Fibrosis,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10672103/,Exploring the Role of Biomarkers Associated with Alveolar Damage and Dysfunction in Idiopathic Pulmonary Fibrosis—A Systematic Review,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10673256/,"Polyphenols in Inner Ear Neurobiology, Health and Disease: From Bench to Clinics",2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10673288/,The Longevity Protein Klotho: A Promising Tool to Monitor Lifestyle Improvements,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10673502/,The Ethanolic Extract of Lycium ruthenicum Ameliorates Age-Related Physiological Damage in Mice,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10673863/,ACS-20/FATP4 mediates the anti-ageing effect of dietary restriction in C. elegans,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10674012/,PDK4 rescues high-glucose-induced senescent fibroblasts and promotes diabetic wound healing through enhancing glycolysis and regulating YAP and JNK pathway,2023,"Yes, but not shown",False,False,False,False,False,False,False,False,False,False,False,False
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10674591/,Research Progress on Natural Plant Molecules in Regulating the Blood–Brain Barrier in Alzheimer’s Disease,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10675209/,Effects of Diet Macronutrient Composition on Weight Loss during Caloric Restriction and Subsequent Weight Regain during Refeeding in Aging Mice,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10675905/,Colchicine prevents oxidative stress-induced endothelial cell senescence via blocking NF-κB and MAPKs: implications in vascular diseases,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10676778/,Different Aspects of Aging in Migraine,2023,No,False,False,False,False,True,False,False,False,False,False,True,False
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10676791/,Endothelial Senescence in Neurological Diseases,2023,No,False,True,True,True,True,True,True,True,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10676801/,Hallmarks of Skin Aging: Update,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10680220/,EZH2-H3K27me3-mediated silencing of mir-139-5p inhibits cellular senescence in hepatocellular carcinoma by activating TOP2A,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10680465/,The Role and Mechanism of Metformin in Inflammatory Diseases,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10680866/,Comprehensive Overview of Bottom-Up Proteomics using Mass Spectrometry,2023,No,False,False,False,False,False,False,False,False,False,True,True,False
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10681516/,Immunosenescence and cancer: Opportunities and challenges,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10682402/,Sis2 regulates yeast replicative lifespan in a dose-dependent manner,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10682449/,Local H2 release remodels senescence microenvironment for improved repair of injured bone,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10682735/,Endothelial activation and damage as a common pathological substrate in different pathologies and cell therapy complications,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10683363/,Exploring the promising potential of induced pluripotent stem cells in cancer research and therapy,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10683599/,"1,5-anhydro-D-fructose induces anti-aging effects on aging-associated brain diseases by increasing 5’-adenosine monophosphate-activated protein kinase activity via the peroxisome proliferator-activated receptor-γ co-activator-1α/brain-derived neurotrophic factor pathway",2023,"Yes, quantitatively shown",False,False,False,False,False,False,False,False,False,False,False,False
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10683603/,D-galactose causes sinoatrial node dysfunction: from phenotype to mechanism,2023,No,False,False,False,True,True,True,True,False,True,True,True,False
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10683609/,Antibiotics that target mitochondria extend lifespan in C. elegans,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10684707/,Advancing nutrition science to meet evolving global health needs,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10685564/,Epigenetic age acceleration in surviving versus deceased COVID-19 patients with acute respiratory distress syndrome following hospitalization,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10685569/,IGF2 deficiency promotes liver aging through mitochondrial dysfunction and upregulated CEBPB signaling in d-galactose-induced aging mice,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10687268/,An untapped window of opportunity for glioma: targeting therapy-induced senescence prior to recurrence,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10687558/,Signaling pathways in hair aging,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10687683/,A Mobile Intervention Designed Specifically for Older Adults With Frailty to Support Healthy Eating: Pilot Randomized Controlled Trial,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10687886/,"Potential use of iPSCs for disease modeling, drug screening, and cell-based therapy for Alzheimer’s disease",2023,"Yes, quantitatively shown",False,False,False,False,False,False,False,False,False,False,False,False
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10690130/,Communications to the International Sarcopenia Translational Research Conference 2023,2023,"Yes, but not shown",False,False,False,False,True,False,False,False,False,False,False,False
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10690830/,Beyond MACE: a multidimensional approach to outcomes in clinical trials for older adults with stable ischemic heart disease,2023,No,False,False,False,False,True,False,False,False,True,True,True,False
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10692171/,"HALD, a human aging and longevity knowledge graph for precision gerontology and geroscience analyses",2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10693113/,Impact of NAD+ metabolism on ovarian aging,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10693346/,Mitochondrial dynamics and metabolism across skin cells: implications for skin homeostasis and aging,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10693428/,"Polyherbal formulation PL02 alleviates pain, inflammation, and subchondral bone deterioration in an osteoarthritis rodent model",2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10694995/,Polyamines: their significance for maintaining health and contributing to diseases,2023,"Yes, quantitatively shown",False,False,False,False,False,False,False,False,False,True,False,False
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10695113/,"Under pressure—exploring partner changes, physiological responses and telomere dynamics in northern gannets across varying breeding conditions",2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10695442/,Brain-derived neurotrophic factor interplay with oxidative stress: neuropathology approach in potential biomarker of Alzheimer’s disease,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10695595/,Copper neurotoxicity: Induction of cognitive dysfunction: A review,2023,"Yes, quantitatively shown",False,False,False,False,False,False,False,False,False,True,False,False
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10698029/,Early-adult methionine restriction reduces methionine sulfoxide and extends lifespan in Drosophila,2023,No,True,True,True,False,False,False,False,False,True,True,False,False
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10699009/,Single-cell transcriptomic atlas of goat ovarian aging,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10699018/,Effects of foot and ankle mobilisations combined with home stretches in people with diabetic peripheral neuropathy: a proof-of-concept RCT,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10699081/,Endothelial progenitor cells systemic administration alleviates multi-organ senescence by down-regulating USP7/p300 pathway in chronic obstructive pulmonary disease,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10701459/,Oxidative stress in the eye and its role in the pathophysiology of ocular diseases,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10702061/,Dolutegravir-induced growth and lifespan effects in Caenorhabditis elegans,2023,"Yes, but not shown",False,False,False,False,False,False,False,False,False,False,False,False
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10702235/,Cellular senescence in brain aging and cognitive decline,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10702973/,Metabolic and senescence characteristics associated with the immune microenvironment in ovarian cancer,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10703638/,Traditional Chinese medicine for the prevention and treatment of presbycusis,2023,No,False,False,False,False,False,False,False,False,False,False,False,False
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10703872/,Nectin-4 regulates cellular senescence-associated enlargement of cell size,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10705131/,Efficacy of Medical Ozone as an Adjuvant Treatment in Dogs with Intervertebral Disc Protusions—A Retrospective Study,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10705308/,Metabolic Profiles of Cancer Stem Cells and Normal Stem Cells and Their Therapeutic Significance,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10705408/,Modeling aging and retinal degeneration with mitochondrial DNA mutation burden,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10705430/,Engineered Bacillus subtilis as oral probiotics to enhance clearance of blood lactate,2024,No,True,True,True,True,True,True,True,True,True,True,True,True
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10705877/,"Impact of NLRP3 Depletion on Aging-Related Metaflammation, Cognitive Function, and Social Behavior in Mice",2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10705954/,The Potential of Mesenchymal Stem/Stromal Cell Therapy in Mustard Keratopathy: Discovering New Roads to Combat Cellular Senescence,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10705974/,“Small Hepatocytes” in the Liver,2023,"Yes, quantitatively shown",True,True,True,True,True,False,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10705990/,PML Body Biogenesis: A Delicate Balance of Interactions,2023,"Yes, but not shown",False,False,False,False,False,False,False,False,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10706096/,Autophagy and Senescence: The Molecular Mechanisms and Implications in Liver Diseases,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10706187/,"Skin Barrier Function: The Interplay of Physical, Chemical, and Immunologic Properties",2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10706630/,Mechanisms of Cadmium Neurotoxicity,2023,No,True,True,True,False,False,False,True,False,True,True,True,False
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10706801/,Exploring In Vivo Models of Musculoskeletal Frailty: A Comprehensive Systematic Review,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10706910/,"Calcium’s Role and Signaling in Aging Muscle, Cellular Senescence, and Mineral Interactions",2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10707056/,Decelerated Epigenetic Aging in Long Livers,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10707287/,Molecular Mechanisms Associated with Aging Kidneys and Future Perspectives,2023,No,False,False,False,False,False,False,False,False,True,True,False,False
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10707303/,Pathomechanisms of Diabetic Kidney Disease,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10707505/,"Zebrafish as an Emerging Model for Sarcopenia: Considerations, Current Insights, and Future Directions",2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10707997/,The Ketogenic Diet in the Prevention of Migraines in the Elderly,2023,"Yes, but not shown",True,True,True,False,True,False,True,True,True,True,True,True
